Frame	X	Y	Z
1	-0.469	14.77	16.73
2	1.415	14.83	16.38
3	0.376	14.85	16.94
4	-0.05	14.83	16.84
5	0.238	13.77	17.12
6	0.14	15.32	15.67
7	0.182	13.61	17.6
8	-0.144	15.24	17.08
9	0.984	14.68	16.64
10	-0.09	14.79	16.97
11	0.402	14.734	17.38
12	0.34	14.01	17.89
13	-0.121	14.64	17.86
14	-0.48	15.05	17.77
15	-1.698	14.53	17.14
16	-1.412	14.414	17.14
17	-1.376	14.82	17.06
18	-0.76	14.35	17.53
19	-1.272	14.24	17.2
20	-1.251	14.02	17.97
21	-1.315	14.336	17.92
22	-0.187	14.72	16.67
23	-1.273	14.484	17.34
24	-0.23	13.48	17.5
25	-1.705	13.77	18.31
26	0.021	14.31	17.16
27	0.037	14.36	17.19
28	-0.966	14.17	17.6
29	-0.362	13.805	17.52
30	-0.608	15.33	16.97
31	-0.732	14.37	17.25
32	-0.726	14.44	17.16
33	-0.84	14.32	17.38
34	-0.988	13.945	17.77
35	-0.998	14.6	17.5
36	-0.729	13.34	18.25
37	-0.758	14.07	17.97
38	-0.862	13.96	17.75
39	-1.934	13.84	17.7
40	-0.322	13.414	18.02
41	-0.644	13.305	18.1
42	-1.491	13.34	18.11
43	-0.994	12.38	18.4
44	-1.681	13.15	18.34
45	-1.0	12.555	18.61
46	-0.945	13.72	17.88
47	-1.117	13.23	18.62
48	-0.754	14.14	17.72
49	-0.478	15.03	17.38
50	-0.982	14.67	17.61
51	-0.657	14.6	16.94
52	-1.276	14.516	17.97
53	-1.312	11.76	18.69
54	-0.705	12.61	18.45
55	-0.78	12.21	18.22
56	-0.808	12.01	18.25
57	-1.522	12.17	18.61
58	-1.02	12.96	18.06
59	-0.502	12.62	18.56
60	-0.824	13.05	18.44
61	-1.012	12.51	18.4
62	-1.451	12.17	18.75
63	-1.891	12.266	19.02
64	-1.688	11.69	19.34
65	-2.283	12.13	18.86
66	-2.115	12.195	19.17
67	-1.3	13.23	18.2
68	-0.816	14.305	17.73
69	-0.242	12.47	18.94
70	-0.658	13.0	18.16
71	-0.992	13.336	18.02
72	-0.466	13.27	18.36
73	-0.847	12.3	18.17
74	-0.784	12.234	19.17
75	-0.18	12.94	17.38
76	-1.311	11.48	18.73
77	0.031	11.664	18.84
78	-0.635	11.88	18.47
79	-0.57	12.8	17.98
80	-0.65	12.54	17.89
81	-1.198	13.08	18.03
82	-0.168	12.75	17.48
83	-0.405	12.31	17.61
84	-0.552	12.22	17.86
85	-0.538	13.45	17.44
86	-0.347	13.57	17.44
87	-0.146	12.12	18.77
88	-0.266	12.86	18.44
89	-0.518	12.53	17.89
90	-0.05	11.805	18.8
91	-1.194	11.78	18.86
92	-0.508	11.45	18.73
93	-0.316	11.59	18.27
94	-1.159	11.05	18.64
95	-0.886	11.53	19.02
96	-0.514	12.07	18.55
97	-1.536	11.8	19.22
98	-1.382	12.086	18.78
99	-1.066	12.15	17.95
100	-1.343	13.055	18.08
101	-1.381	12.74	17.52
102	-1.616	14.22	17.6
103	-1.353	12.97	17.92
104	-0.886	12.14	18.16
105	-0.544	12.69	18.03
106	-0.994	12.67	18.66
107	-1.002	13.38	17.66
108	-0.47	13.09	18.19
109	-0.478	13.04	18.19
110	-1.07	13.266	17.89
111	0.194	13.93	17.7
112	0.179	13.11	17.52
113	-0.507	13.07	18.11
114	-0.275	13.08	17.83
115	-0.393	12.96	17.9
116	-0.689	13.04	17.45
117	-0.644	13.72	17.83
118	-0.808	12.1	19.12
119	-0.96	11.61	19.31
120	-1.407	12.4	18.19
121	-2.062	12.71	18.39
122	-1.383	12.32	18.78
123	-1.428	12.98	17.73
124	-1.667	12.695	18.45
125	-1.117	12.15	18.69
126	-1.169	12.664	18.11
127	-0.781	11.93	18.8
128	-1.12	11.695	18.83
129	-1.237	13.086	17.9
130	-1.254	12.56	18.89
131	-1.155	13.52	18.23
132	-1.164	13.19	18.36
133	-1.139	12.11	19.47
134	-1.641	12.39	18.36
135	-0.742	12.68	18.22
136	-1.223	13.04	18.02
137	-0.736	12.6	18.42
138	-1.068	13.2	17.98
139	-1.121	13.14	18.22
Average	-0.808	13.195	18.0
