Frame	X	Y	Z
1	0.013	14.11	16.72
2	-0.826	14.47	15.56
3	0.027	14.36	15.9
4	-0.292	14.15	16.33
5	0.452	12.32	17.92
6	0.392	12.17	17.55
7	1.306	12.91	18.28
8	-0.111	13.51	17.48
9	-0.255	14.27	15.51
10	0.95	13.14	16.3
11	1.252	13.64	16.23
12	0.402	13.76	16.38
13	0.794	12.2	17.84
14	0.592	12.92	16.98
15	0.041	12.69	17.27
16	0.343	13.44	17.2
17	0.776	11.09	18.2
18	-0.252	12.03	18.2
19	0.979	12.41	18.25
20	0.596	12.54	17.42
21	0.516	13.21	17.45
22	0.078	12.61	17.2
23	0.618	13.22	16.75
24	-0.167	12.99	17.9
25	0.049	11.92	17.64
26	0.392	13.51	16.61
27	-0.183	12.914	16.97
28	0.301	12.48	17.64
29	0.618	12.33	17.52
30	0.07	12.79	16.77
31	0.408	12.664	16.64
32	-0.83	12.92	17.38
33	0.412	13.34	17.12
34	0.089	13.19	16.92
35	0.104	12.77	17.06
36	-0.031	12.86	16.8
37	-0.108	12.57	16.53
38	0.026	12.35	17.17
39	0.28	13.53	16.97
40	0.057	13.61	16.75
41	0.108	11.695	17.47
42	-0.223	13.586	16.98
43	-0.058	13.46	16.62
44	0.387	13.78	16.8
45	-0.202	13.28	17.12
46	0.52	12.766	17.12
47	0.387	12.695	16.95
48	0.512	13.12	16.94
49	0.481	12.914	16.73
50	0.117	12.32	17.8
51	0.574	14.29	16.66
52	0.796	14.64	16.48
53	-0.115	12.73	16.94
54	0.573	13.195	17.66
55	0.73	12.89	17.39
56	0.16	12.63	16.98
57	-0.157	13.55	17.42
58	0.454	12.67	17.75
59	0.624	14.33	17.22
60	0.754	11.83	17.66
61	0.187	13.11	16.83
62	0.031	13.01	17.33
63	0.447	12.54	17.11
64	0.117	11.55	17.19
65	-0.242	12.336	16.97
66	0.842	12.64	16.95
67	-0.724	11.51	18.05
68	-0.326	11.51	17.9
69	0.178	12.37	16.8
70	-0.07	12.11	16.69
71	-0.528	12.32	17.5
72	0.537	12.25	17.08
73	1.029	12.16	17.47
74	0.021	12.266	16.98
75	0.104	12.79	17.12
76	0.108	12.83	17.12
77	0.065	12.45	17.27
78	-0.587	12.305	17.36
79	0.504	13.24	17.14
80	-0.292	13.33	17.4
81	0.267	12.84	16.36
82	-0.408	11.41	18.03
83	0.164	12.88	17.27
84	-0.071	11.82	17.83
85	-0.282	12.4	17.45
86	0.316	12.805	17.12
87	0.002	12.66	17.19
88	-0.15	12.67	17.14
89	0.25	13.586	16.36
90	0.448	13.59	16.75
91	0.048	13.64	16.38
92	-0.386	12.984	17.05
93	0.142	12.85	17.17
94	-0.288	12.266	18.42
95	-0.938	11.94	17.39
96	0.28	12.24	17.7
97	-0.001	13.03	17.38
98	0.284	12.375	17.86
99	0.638	13.01	16.97
100	0.202	12.89	17.27
101	0.228	12.7	17.27
102	0.239	12.17	17.72
103	0.438	13.086	16.89
104	-0.063	13.195	17.25
105	-0.354	12.49	17.3
106	-0.536	12.61	17.86
107	0.045	13.52	17.3
108	0.996	13.62	17.8
109	0.358	12.12	17.34
110	-0.212	12.89	17.33
111	0.619	12.69	17.92
112	-0.6	12.84	17.33
113	0.153	12.445	17.7
114	0.218	12.57	17.3
115	-0.39	14.23	16.28
116	-0.058	14.23	16.19
117	0.528	12.78	17.94
118	0.931	12.48	17.97
119	0.229	13.055	17.39
120	-0.148	13.32	17.47
121	-0.128	12.75	17.62
122	0.073	11.94	17.7
123	0.438	13.17	17.66
124	-0.185	13.51	17.36
125	-0.066	12.84	18.34
126	0.0	11.375	19.02
127	0.373	12.95	17.94
128	0.004	11.75	17.64
129	-0.129	12.72	17.47
130	0.526	11.53	17.42
131	0.707	12.91	17.03
132	0.388	12.46	17.36
133	0.25	12.68	16.81
134	-0.139	12.664	17.2
135	0.39	12.02	16.92
136	0.47	12.43	17.11
137	0.311	12.23	17.6
138	0.199	12.12	17.17
139	0.94	11.28	17.22
140	0.036	11.57	17.69
141	-0.191	12.65	17.55
142	0.424	12.22	16.88
143	0.309	12.305	17.56
144	-0.564	11.25	18.34
145	-0.42	12.41	16.97
146	-0.606	13.0	17.81
147	-0.226	11.77	18.0
148	-0.53	13.2	17.83
149	-0.094	12.99	17.12
150	0.447	12.95	16.31
151	-0.247	14.516	16.2
152	0.163	14.02	16.94
153	0.484	14.53	16.67
154	1.22	15.08	16.42
155	0.697	14.64	16.48
156	1.506	14.66	16.1
157	0.844	13.625	16.83
158	-0.274	13.59	16.9
159	0.182	13.414	16.9
160	0.352	14.14	17.16
161	-0.07	15.38	15.99
162	0.628	14.99	16.42
163	-0.289	14.11	17.39
164	-0.834	13.75	16.7
165	-1.109	14.84	16.64
166	-0.65	13.84	17.38
167	-0.148	15.44	16.17
168	0.129	13.12	16.89
169	0.057	13.64	16.69
170	-1.086	17.4	16.8
171	-1.567	15.69	16.98
172	0.602	15.72	16.11
173	-0.054	13.73	16.53
174	0.395	12.93	18.27
