Frame	X	Y	Z
1	4.223	10.35	-24.66
2	4.297	10.64	-24.36
3	4.766	11.35	-24.7
4	4.074	11.21	-24.94
5	4.863	10.46	-25.17
6	5.305	11.06	-24.6
7	4.88	9.83	-25.28
8	4.35	10.06	-25.03
9	4.51	10.63	-25.4
10	3.98	11.18	-25.05
11	4.867	10.14	-25.36
12	4.387	10.44	-25.1
13	3.648	10.266	-25.2
14	4.4	11.08	-25.1
15	4.23	11.305	-24.86
16	3.223	10.59	-24.92
17	3.63	10.55	-25.05
18	3.318	10.46	-24.77
19	4.438	11.42	-24.64
20	4.2	10.4	-25.12
21	3.793	10.36	-25.06
22	3.605	10.03	-24.94
23	5.125	10.94	-24.77
24	4.13	9.34	-25.69
25	4.727	10.266	-25.56
26	5.434	10.23	-24.73
27	4.48	9.4	-25.5
28	5.695	11.12	-24.75
29	4.996	9.9	-25.78
30	4.305	10.17	-25.28
31	4.945	9.35	-25.73
32	6.086	10.55	-25.17
33	4.734	11.11	-24.86
34	4.785	9.695	-25.52
35	6.543	9.99	-25.27
36	4.746	9.78	-25.55
37	5.02	11.266	-25.08
38	5.508	10.16	-25.22
39	4.348	9.41	-25.5
40	4.832	9.695	-25.19
41	4.176	10.85	-25.38
42	4.785	9.69	-25.4
43	6.117	11.02	-25.58
44	5.355	11.67	-25.08
45	4.457	10.26	-25.45
46	5.742	9.93	-25.66
47	5.543	11.6	-25.19
48	4.1	10.97	-25.55
49	4.3	11.27	-25.38
50	5.207	12.06	-24.77
51	4.395	10.92	-24.98
52	4.445	11.23	-24.7
53	4.027	11.4	-25.05
54	4.914	10.58	-25.69
55	3.639	11.38	-24.86
56	3.982	10.766	-25.27
57	3.89	11.86	-24.48
58	2.96	11.35	-24.86
59	3.553	10.945	-25.48
60	4.07	11.09	-25.2
61	4.164	10.62	-24.83
62	3.723	10.75	-25.56
63	3.418	10.36	-25.3
64	5.02	11.4	-24.95
65	5.76	12.69	-24.86
66	5.12	11.23	-25.5
67	4.27	11.414	-24.8
68	4.664	11.72	-24.55
69	4.098	11.08	-25.44
70	5.117	11.94	-25.12
71	4.22	11.05	-24.47
72	4.996	10.734	-24.92
73	5.465	11.17	-24.94
74	6.465	10.016	-26.28
75	6.7	10.516	-25.45
76	6.156	10.16	-26.17
77	4.934	11.19	-24.9
78	4.285	11.625	-24.8
79	5.246	12.555	-23.9
80	5.7	11.664	-24.45
81	5.164	11.695	-24.61
82	4.047	11.195	-24.9
83	4.484	11.91	-24.52
84	4.22	11.24	-24.7
85	4.805	10.79	-25.11
86	4.703	11.78	-24.11
87	3.367	10.87	-25.02
88	5.348	10.8	-25.05
89	4.184	12.06	-24.45
90	5.195	11.73	-24.8
91	6.246	11.27	-25.34
92	4.24	10.92	-24.2
93	4.92	10.49	-24.83
94	5.055	11.41	-24.45
95	4.01	10.57	-25.48
96	5.12	10.49	-25.05
97	5.023	11.8	-24.39
98	4.223	11.8	-24.19
99	4.383	12.24	-24.08
100	3.846	11.266	-24.6
101	3.787	11.086	-24.23
102	3.479	10.3	-24.69
103	4.12	11.23	-24.23
104	5.55	11.484	-24.44
105	4.184	11.086	-24.67
106	4.395	10.875	-24.16
107	3.635	10.6	-25.1
108	4.074	11.17	-24.78
109	4.707	11.22	-24.2
110	3.371	11.22	-24.08
