Frame	X	Y	Z
1	9.27	6.88	11.28
2	7.777	7.453	11.83
3	8.17	7.53	11.67
4	8.24	7.203	11.766
5	7.895	7.242	11.77
6	7.773	7.13	12.03
7	8.01	7.15	11.49
8	8.305	7.02	11.336
9	7.965	7.117	11.69
10	7.58	7.33	11.92
11	8.12	6.906	11.65
12	7.77	7.293	11.82
13	8.32	7.316	11.71
14	8.21	7.258	12.42
15	8.625	7.117	12.14
16	8.67	7.6	12.44
17	8.41	7.277	12.04
18	8.31	7.027	12.36
19	9.08	7.36	11.99
20	8.55	7.355	12.44
21	8.766	7.15	11.805
22	8.96	6.953	12.01
23	8.64	6.926	12.14
24	8.445	7.14	12.484
25	8.42	6.785	12.516
26	8.555	7.76	12.25
27	8.336	6.992	12.36
28	8.08	7.176	12.11
29	8.49	7.195	11.99
30	8.586	7.21	12.06
31	8.47	6.895	12.266
32	9.0	7.04	12.516
33	9.06	6.867	11.56
34	8.84	6.773	11.53
35	9.38	6.992	11.28
36	8.945	6.84	11.17
37	8.62	7.207	11.29
38	8.98	6.797	11.234
39	8.9	6.793	11.414
40	8.82	7.363	10.99
41	8.6	6.586	11.7
42	8.85	7.156	11.33
43	8.99	7.117	11.33
44	8.89	7.133	11.76
45	9.37	7.33	11.35
46	9.7	7.56	11.02
47	9.45	7.434	11.086
48	9.95	7.336	10.984
49	9.39	7.207	11.76
50	9.55	7.21	11.37
51	9.234	7.742	11.4
52	10.12	7.633	10.97
53	9.51	7.406	10.94
54	9.61	7.547	11.34
55	9.51	7.395	10.86
56	9.77	7.527	11.38
57	9.59	7.652	11.22
58	9.88	7.176	11.27
59	10.01	7.8	10.98
60	9.766	7.895	11.03
61	9.78	7.742	11.05
62	9.74	7.45	11.15
63	9.85	7.5	10.914
64	10.305	7.43	10.734
65	9.516	7.57	11.16
66	9.71	7.535	10.83
67	10.234	7.36	10.82
68	10.055	7.66	10.83
69	10.125	7.285	10.95
70	9.484	7.625	10.984
71	9.86	7.516	11.0
72	10.14	7.047	11.05
73	9.72	7.5	11.12
74	10.18	7.773	10.78
75	10.28	6.96	10.93
76	9.87	7.414	10.9
77	10.0	7.45	10.61
78	9.82	7.44	11.11
79	10.09	7.676	11.09
80	10.17	7.668	11.17
81	9.98	7.49	11.195
82	9.93	7.742	11.09
83	9.55	7.43	11.016
84	9.805	6.973	11.234
85	9.805	6.98	11.32
86	9.984	7.37	10.734
87	9.91	7.402	10.83
88	9.86	6.86	11.21
89	9.6	7.246	10.91
90	9.71	6.96	10.9
91	10.03	7.14	11.14
92	10.05	7.414	11.055
93	9.76	7.45	11.05
94	10.02	7.04	10.94
95	9.89	7.367	10.67
96	9.56	7.344	11.02
97	10.0	7.016	11.305
98	9.734	7.477	10.95
99	9.695	7.477	11.31
100	9.48	7.34	10.97
101	9.49	7.254	11.086
102	10.06	7.156	11.06
103	9.51	7.54	11.17
104	9.56	7.04	11.0
105	9.38	7.414	11.22
106	9.74	7.434	10.984
107	9.58	7.094	11.25
108	9.93	7.156	10.92
109	9.77	6.76	10.97
110	9.69	7.086	11.03
111	9.98	6.81	10.84
112	9.38	7.22	11.07
113	9.69	7.24	11.13
114	9.51	7.098	11.086
115	9.6	7.27	11.07
116	9.63	7.46	11.05
117	9.914	7.53	10.92
118	9.7	7.426	10.96
119	9.69	7.598	11.195
120	9.75	7.625	11.08
121	9.83	7.15	11.02
122	10.016	7.18	11.15
123	10.19	7.16	11.04
124	9.92	7.195	11.13
125	10.19	7.06	10.99
126	9.52	7.066	10.92
127	10.07	7.223	11.17
128	10.22	7.113	10.93
129	9.51	7.11	11.18
130	10.0	7.574	11.016
131	9.734	7.004	11.11
132	9.7	7.156	10.984
133	10.04	6.67	11.16
134	9.96	7.414	11.28
135	10.17	7.258	10.66
136	10.02	7.453	11.24
137	9.9	7.145	10.91
138	10.31	7.414	10.92
139	10.03	7.0	11.29
140	10.055	7.42	11.2
141	9.75	7.58	11.12
142	9.9	7.246	11.4
143	10.06	7.18	10.83
144	9.74	7.48	11.055
145	9.97	7.0	11.01
146	9.875	7.24	11.17
147	10.22	7.016	11.1
148	9.97	6.934	11.06
149	9.77	7.37	11.28
150	9.63	6.746	10.91
151	9.24	6.715	11.125
152	9.61	7.133	11.09
153	9.21	6.613	11.234
154	9.57	6.707	11.16
155	9.41	6.594	11.22
156	9.32	6.86	11.34
157	9.81	7.105	11.32
158	10.24	7.227	11.06
159	10.05	7.203	11.39
160	10.086	7.316	10.92
161	10.125	7.12	10.98
162	10.22	7.35	10.65
163	9.734	7.406	11.14
164	10.12	7.09	11.016
165	9.625	7.266	11.16
166	9.83	7.55	11.22
167	10.22	7.215	11.2
168	10.02	7.273	11.266
169	10.29	7.312	10.83
170	10.19	6.816	10.78
171	10.08	6.934	11.055
172	9.97	7.285	11.05
173	9.914	7.37	11.13
174	10.055	7.383	10.875
175	9.99	7.12	10.99
176	10.05	7.18	11.125
177	9.83	7.223	11.04
178	9.88	7.42	11.336
179	10.22	7.07	10.94
180	10.28	7.02	11.016
181	10.14	6.9	10.83
182	9.83	7.363	10.78
183	8.73	7.023	11.48
184	9.17	6.836	11.22
185	9.63	7.04	10.84
186	9.43	6.613	10.98
187	9.51	6.824	10.96
188	9.66	6.832	11.055
189	9.74	6.906	10.805
190	9.53	6.816	11.01
191	9.33	7.043	11.05
192	9.37	6.957	11.17
193	9.4	6.78	11.17
194	9.26	6.67	11.22
195	9.18	6.59	10.97
196	9.44	6.688	11.266
197	9.38	6.29	11.42
198	9.51	6.82	11.016
199	9.26	6.93	10.88
200	9.23	7.023	11.4
201	9.66	6.88	11.35
202	9.36	6.812	11.195
203	8.945	6.633	11.195
204	9.68	7.1	11.15
205	9.74	6.61	11.055
206	9.32	6.754	11.03
207	9.57	7.22	11.05
208	9.94	7.34	11.11
209	9.93	7.047	11.01
210	9.9	6.914	11.016
211	10.016	7.047	11.05
212	9.61	7.13	11.414
213	10.02	7.227	11.0
214	9.84	7.12	10.97
215	9.77	7.12	11.17
216	9.85	7.4	11.02
217	10.39	7.117	11.29
218	10.1	7.555	10.97
219	10.12	7.13	11.07
220	9.766	6.91	11.25
221	9.96	7.777	11.02
222	9.3	7.246	11.38
223	9.78	6.97	11.01
224	9.63	7.06	11.11
225	9.695	7.08	11.05
226	10.07	7.586	11.12
227	9.92	7.4	11.22
228	10.08	7.215	11.2
229	9.84	7.4	11.45
230	10.086	7.52	10.914
231	9.64	7.438	11.34
232	9.695	7.184	11.086
233	9.84	7.08	11.09
234	9.78	7.414	11.21
235	9.89	7.336	11.37
236	10.54	7.168	11.086
237	10.19	6.965	11.0
238	9.96	7.08	11.086
239	9.76	7.336	11.05
240	9.76	7.094	11.086
241	9.7	7.28	11.1
242	10.46	7.242	11.23
243	9.76	6.94	10.78
244	9.95	6.867	10.914
245	10.27	7.21	10.91
246	10.04	7.203	10.94
247	10.18	7.27	11.32
248	9.875	7.035	10.98
249	9.984	6.87	11.22
250	10.08	7.332	10.84
251	10.23	7.492	10.89
252	9.97	7.223	10.92
253	9.92	6.87	10.94
254	9.92	7.332	10.97
255	9.97	7.223	11.01
256	9.39	7.137	11.3
257	9.945	7.406	11.14
258	9.91	7.402	10.72
259	9.83	7.227	10.914
260	9.945	7.164	10.86
261	10.11	7.613	10.81
262	9.91	7.777	11.06
263	10.44	7.523	10.81
264	9.88	7.285	10.91
265	9.91	7.375	11.24
266	9.96	7.527	10.914
267	9.86	7.613	10.97
268	9.51	7.688	11.375
269	10.02	7.008	11.234
270	9.84	7.05	11.266
271	9.83	7.164	11.0
272	9.39	7.16	11.19
273	9.8	7.22	10.914
274	9.96	7.484	11.125
275	9.73	7.08	10.945
276	9.92	7.496	10.875
277	10.13	7.14	10.766
278	9.914	7.523	10.766
279	10.31	7.457	10.81
280	10.24	7.19	11.055
281	10.04	7.23	11.08
282	10.45	7.113	10.98
283	10.18	7.04	10.79
284	10.03	7.027	10.99
285	10.07	7.273	10.92
