Frame	X	Y	Z
1	3.703	-14.766	-22.0
2	3.732	-15.055	-22.08
3	3.965	-15.26	-21.36
4	3.41	-14.445	-22.17
5	3.844	-15.03	-22.08
6	4.05	-15.266	-21.66
7	4.258	-15.266	-21.55
8	3.803	-15.18	-22.1
9	3.639	-15.19	-22.0
10	4.246	-14.54	-21.62
11	4.05	-15.336	-21.64
12	4.574	-14.58	-21.83
13	4.086	-14.42	-22.06
14	4.594	-14.68	-21.92
15	3.896	-14.305	-22.31
16	4.832	-14.85	-21.33
17	4.07	-15.18	-22.22
18	4.81	-15.76	-21.66
19	4.266	-14.914	-22.1
20	4.81	-14.48	-21.66
21	4.574	-15.08	-21.6
22	4.28	-14.555	-21.53
23	4.242	-13.72	-22.31
24	4.06	-14.09	-22.84
25	3.916	-14.16	-22.62
26	4.082	-14.51	-22.25
27	4.066	-14.73	-22.2
28	4.168	-15.41	-21.8
29	3.97	-14.82	-22.05
30	4.344	-15.51	-21.44
31	4.277	-15.734	-21.45
32	3.578	-14.87	-22.28
33	3.816	-14.41	-22.77
34	4.438	-15.19	-22.05
35	3.482	-15.1	-22.34
36	3.92	-14.586	-21.64
37	4.004	-15.25	-21.52
38	4.605	-15.07	-21.38
39	4.242	-15.1	-21.81
40	3.793	-14.59	-22.31
41	4.453	-15.516	-21.47
42	3.168	-14.9	-22.05
43	3.1	-14.63	-22.19
44	4.46	-14.57	-21.88
45	3.895	-14.99	-21.64
46	3.418	-14.42	-22.45
47	3.69	-14.73	-22.25
48	3.926	-14.305	-22.42
49	3.389	-14.92	-22.02
50	4.348	-15.17	-20.94
51	4.69	-14.51	-21.95
52	3.729	-14.445	-22.53
53	3.982	-14.48	-21.97
54	3.91	-15.25	-22.16
55	3.377	-14.61	-22.06
56	4.027	-14.12	-22.48
57	4.14	-14.63	-21.66
58	3.648	-14.92	-22.8
59	3.855	-15.14	-22.38
60	3.818	-15.29	-21.66
61	4.805	-14.84	-21.88
62	4.46	-15.74	-21.31
63	5.043	-15.37	-21.97
64	4.836	-15.234	-21.42
65	5.14	-16.45	-21.12
66	4.355	-15.59	-21.97
67	5.266	-16.39	-21.02
68	5.492	-15.86	-20.98
69	4.598	-15.734	-21.8
70	4.336	-15.414	-21.81
71	4.246	-16.25	-21.03
72	4.344	-15.914	-21.12
73	4.812	-15.64	-21.33
74	4.42	-15.93	-21.4
75	5.81	-16.14	-20.64
76	4.8	-14.89	-21.47
77	5.145	-15.125	-21.48
78	3.975	-14.89	-21.95
79	4.617	-14.67	-22.11
80	4.574	-14.25	-22.36
81	4.957	-15.3	-21.52
82	5.438	-15.05	-21.3
83	4.344	-15.45	-21.4
84	3.92	-16.08	-21.36
85	4.01	-15.58	-21.58
86	3.984	-15.414	-21.69
87	3.307	-15.55	-22.31
88	3.38	-14.7	-22.47
89	3.879	-15.52	-21.66
90	3.9	-15.33	-21.5
91	4.484	-15.32	-21.47
92	4.12	-15.18	-21.9
93	3.896	-15.02	-22.36
94	3.654	-15.49	-22.27
95	4.027	-15.28	-21.81
96	3.682	-15.92	-21.53
97	4.273	-14.914	-22.03
98	3.38	-15.25	-21.86
99	4.484	-15.25	-21.81
100	3.83	-14.484	-22.27
101	4.836	-14.23	-21.55
102	3.623	-15.03	-21.84
