Frame	X	Y	Z
1	62.94	53.56	inf
2	62.03	53.1	inf
3	61.03	55.3	inf
4	61.4	54.12	inf
5	61.0	52.8	inf
6	59.6	52.56	inf
7	58.34	54.56	inf
8	58.2	54.38	inf
9	59.3	53.16	inf
10	59.72	53.6	inf
11	59.38	53.66	inf
12	60.38	52.12	inf
13	59.25	52.6	inf
14	60.7	52.6	inf
15	60.28	53.0	inf
16	59.25	53.44	inf
17	59.84	52.5	inf
18	60.78	52.84	inf
19	59.8	51.88	inf
20	59.16	52.8	inf
21	58.38	51.56	inf
22	59.22	51.8	inf
23	59.0	52.4	inf
24	59.3	52.6	inf
25	59.44	52.5	inf
26	59.53	52.7	inf
27	59.16	52.88	inf
28	59.78	53.6	inf
29	58.78	51.56	inf
30	59.0	52.75	inf
31	60.12	52.1	inf
32	59.7	52.56	inf
33	60.4	52.25	inf
34	60.12	52.47	inf
35	60.56	52.3	inf
36	59.94	53.12	inf
37	60.0	52.25	inf
38	60.4	53.7	inf
39	60.2	52.34	inf
40	59.25	52.75	inf
41	59.9	51.53	inf
42	59.0	53.4	inf
43	59.7	52.4	inf
44	59.4	51.97	inf
45	60.6	53.38	inf
46	58.5	52.7	inf
47	58.47	53.84	inf
48	59.75	53.44	inf
49	59.12	52.34	inf
50	59.47	52.7	inf
51	60.88	52.34	inf
52	59.06	53.06	inf
53	59.1	53.34	inf
54	60.22	52.88	inf
55	60.47	53.03	inf
56	59.16	51.56	inf
57	61.34	52.7	inf
58	60.88	52.47	inf
59	60.2	53.0	inf
60	59.2	52.2	inf
61	59.6	52.78	inf
62	59.25	53.0	inf
63	59.3	53.2	inf
64	59.6	52.72	inf
65	60.34	52.72	inf
66	61.12	52.12	inf
67	61.0	52.28	inf
68	60.8	53.38	inf
69	60.34	51.38	inf
70	59.16	52.47	inf
71	59.2	52.7	inf
72	59.97	52.28	inf
73	59.47	51.25	inf
74	59.3	52.78	inf
75	60.84	52.94	inf
76	58.34	53.1	inf
77	59.4	52.34	inf
78	59.3	52.88	inf
79	59.62	52.28	inf
80	59.84	53.88	inf
81	59.62	52.25	inf
82	60.0	51.72	inf
83	59.62	52.56	inf
84	60.7	53.4	inf
85	59.47	53.3	inf
86	60.03	52.28	inf
87	59.3	53.2	inf
88	60.44	54.03	inf
89	58.8	52.78	inf
90	59.7	52.6	inf
91	60.1	51.9	inf
92	59.78	53.44	inf
93	60.8	52.72	inf
94	59.8	53.56	inf
95	60.16	52.5	inf
96	60.2	54.22	inf
97	59.4	53.94	inf
98	60.7	54.97	inf
99	59.94	53.2	inf
100	59.44	52.34	inf
Average	59.84	52.8	inf
