Frame	X	Y	Z
1	57.4	43.97	inf
2	57.94	44.4	inf
3	58.25	45.0	inf
4	58.47	44.78	inf
5	58.06	44.22	inf
6	57.44	43.8	inf
7	57.53	44.53	inf
8	57.78	44.56	inf
9	57.28	44.47	inf
10	57.6	44.72	inf
11	57.62	45.06	inf
12	57.3	44.12	inf
13	57.53	44.47	inf
14	58.1	44.75	inf
15	57.28	44.47	inf
16	57.2	44.44	inf
17	56.88	44.84	inf
18	57.06	44.7	inf
19	57.28	44.44	inf
20	57.12	44.9	inf
21	56.56	44.22	inf
22	56.78	44.1	inf
23	56.94	44.88	inf
24	57.1	44.56	inf
25	57.34	44.78	inf
26	57.38	44.47	inf
27	57.12	44.53	inf
28	57.7	44.78	inf
29	57.28	44.1	inf
30	56.7	43.6	inf
31	57.25	44.06	inf
32	56.75	44.38	inf
33	57.16	44.03	inf
34	57.1	44.34	inf
35	57.34	44.84	inf
36	57.53	44.47	inf
37	57.12	43.97	inf
38	57.7	44.1	inf
39	57.22	44.12	inf
40	57.03	44.53	inf
41	57.44	43.9	inf
42	57.56	44.72	inf
43	57.88	44.6	inf
44	56.78	44.25	inf
45	57.4	44.8	inf
46	56.72	44.2	inf
47	57.12	45.1	inf
48	56.97	44.88	inf
49	57.28	44.75	inf
50	57.06	44.34	inf
51	57.4	44.75	inf
52	57.16	44.9	inf
53	57.06	44.9	inf
54	57.44	44.4	inf
55	57.25	44.56	inf
56	57.16	44.3	inf
57	57.0	44.47	inf
58	57.2	43.97	inf
59	56.4	44.47	inf
60	56.88	44.38	inf
61	56.94	44.75	inf
62	57.16	44.75	inf
63	56.9	44.38	inf
64	56.9	44.9	inf
65	57.25	44.03	inf
66	56.94	44.34	inf
67	56.94	44.56	inf
68	57.47	44.5	inf
69	57.0	44.53	inf
70	56.97	44.7	inf
71	57.03	45.06	inf
72	57.22	43.97	inf
73	56.94	44.25	inf
74	57.12	44.56	inf
75	56.78	44.28	inf
76	56.72	44.25	inf
77	56.4	44.28	inf
78	56.3	44.22	inf
79	56.2	44.06	inf
80	56.4	44.53	inf
81	57.0	44.4	inf
82	56.34	44.75	inf
83	56.94	44.53	inf
84	56.47	44.7	inf
85	56.53	44.38	inf
86	56.8	44.7	inf
87	56.5	44.75	inf
88	57.22	45.12	inf
89	56.62	44.53	inf
90	57.12	45.0	inf
91	56.72	44.22	inf
92	57.1	44.62	inf
93	56.78	43.9	inf
94	57.03	44.75	inf
95	56.9	44.03	inf
96	57.53	44.56	inf
97	56.94	44.56	inf
98	56.97	44.7	inf
99	57.1	44.72	inf
100	56.5	44.22	inf
Average	57.12	44.47	inf
