Frame	X	Y	Z
1	inf	62.6	inf
2	inf	62.66	inf
3	inf	62.28	inf
4	inf	62.25	inf
5	inf	62.1	inf
6	inf	61.62	inf
7	inf	61.62	inf
8	inf	62.1	inf
9	inf	62.25	inf
10	inf	62.75	inf
11	inf	62.34	inf
12	inf	62.5	inf
13	inf	62.47	inf
14	inf	62.22	inf
15	inf	62.25	inf
16	inf	62.2	inf
17	inf	61.78	inf
18	inf	62.03	inf
19	inf	62.1	inf
20	inf	61.84	inf
21	inf	61.44	inf
22	inf	61.56	inf
23	inf	62.62	inf
24	inf	62.28	inf
25	inf	61.94	inf
26	inf	62.22	inf
27	inf	62.3	inf
28	inf	61.97	inf
29	inf	62.03	inf
30	inf	62.53	inf
31	inf	61.97	inf
32	inf	62.5	inf
33	inf	62.1	inf
34	inf	62.28	inf
35	inf	62.2	inf
36	inf	62.03	inf
37	inf	62.53	inf
38	inf	62.34	inf
39	inf	62.28	inf
40	inf	62.12	inf
41	inf	62.22	inf
42	inf	62.25	inf
43	inf	62.28	inf
44	inf	63.03	inf
45	inf	62.94	inf
46	inf	63.12	inf
47	inf	62.62	inf
48	inf	62.28	inf
49	inf	62.5	inf
50	inf	62.1	inf
51	inf	62.28	inf
52	inf	62.16	inf
53	inf	62.53	inf
54	inf	62.9	inf
55	inf	63.06	inf
56	inf	62.12	inf
57	inf	62.03	inf
58	inf	62.06	inf
59	inf	62.38	inf
60	inf	62.44	inf
61	inf	62.5	inf
62	inf	63.22	inf
63	inf	63.94	inf
64	inf	62.56	inf
65	inf	62.53	inf
66	inf	62.1	inf
67	inf	62.5	inf
68	inf	62.28	inf
69	inf	62.72	inf
70	inf	61.62	inf
71	inf	62.03	inf
72	inf	62.22	inf
73	inf	62.25	inf
74	inf	62.56	inf
75	inf	62.22	inf
76	inf	62.34	inf
77	inf	62.12	inf
78	inf	62.44	inf
79	inf	62.75	inf
80	inf	61.44	inf
81	inf	61.44	inf
82	inf	62.34	inf
83	inf	62.25	inf
84	inf	62.25	inf
85	inf	62.2	inf
86	inf	62.34	inf
87	inf	62.2	inf
88	inf	62.16	inf
89	inf	62.47	inf
90	inf	61.94	inf
91	inf	62.16	inf
92	inf	62.25	inf
93	inf	61.6	inf
94	inf	62.1	inf
95	inf	61.75	inf
96	inf	62.12	inf
97	inf	61.88	inf
98	inf	62.1	inf
99	inf	61.84	inf
100	inf	62.03	inf
Average	inf	62.25	inf
