Frame	X	Y	Z
1	56.7	45.06	inf
2	56.72	44.75	inf
3	56.9	44.94	inf
4	56.78	44.25	inf
5	57.0	44.2	inf
6	56.88	44.72	inf
7	56.78	44.16	inf
8	56.75	44.38	inf
9	56.88	44.5	inf
10	56.7	43.94	inf
11	56.7	44.34	inf
12	56.5	45.1	inf
13	56.1	45.03	inf
14	56.9	45.1	inf
15	56.8	44.72	inf
16	56.7	44.7	inf
17	56.72	45.06	inf
18	56.8	45.16	inf
19	56.44	44.72	inf
20	56.25	44.72	inf
21	56.47	44.47	inf
22	56.72	44.53	inf
23	56.62	45.22	inf
24	56.8	44.4	inf
25	56.62	44.53	inf
26	56.7	44.9	inf
27	56.8	44.16	inf
28	56.3	44.6	inf
29	56.0	43.84	inf
30	56.5	44.03	inf
31	56.1	44.12	inf
32	56.56	44.94	inf
33	56.94	45.25	inf
34	56.4	44.47	inf
35	56.84	44.7	inf
36	56.88	44.38	inf
37	56.88	44.72	inf
38	56.34	44.62	inf
39	56.7	44.62	inf
40	56.8	44.72	inf
41	56.38	44.62	inf
42	57.25	44.22	inf
43	56.56	44.22	inf
44	57.2	45.03	inf
45	57.25	44.6	inf
46	57.16	44.7	inf
47	57.03	44.72	inf
48	56.75	45.1	inf
49	56.78	44.94	inf
50	56.72	43.94	inf
51	56.5	43.78	inf
52	56.7	44.75	inf
53	56.7	44.34	inf
54	56.53	44.4	inf
55	56.5	44.62	inf
56	56.53	45.3	inf
57	56.47	44.88	inf
58	56.7	45.16	inf
59	57.03	45.56	inf
60	57.1	45.06	inf
61	56.97	45.16	inf
62	57.06	45.25	inf
63	57.47	45.25	inf
64	56.84	45.53	inf
65	56.94	46.03	inf
66	56.88	45.75	inf
67	56.9	45.47	inf
68	56.84	45.6	inf
69	56.78	44.9	inf
70	56.47	45.88	inf
71	56.75	45.2	inf
72	56.5	44.97	inf
73	56.56	44.78	inf
74	56.7	45.3	inf
75	56.16	44.62	inf
76	56.44	44.94	inf
77	56.7	44.9	inf
78	56.7	44.47	inf
79	56.78	45.38	inf
80	56.16	45.6	inf
81	56.34	45.3	inf
82	55.88	45.03	inf
83	56.4	45.12	inf
84	56.9	45.7	inf
85	56.62	44.7	inf
86	56.06	44.6	inf
87	55.6	44.7	inf
88	56.22	44.03	inf
89	56.47	44.7	inf
90	56.34	44.72	inf
91	56.47	44.47	inf
92	56.22	44.75	inf
93	56.6	45.06	inf
94	56.47	44.9	inf
95	56.12	44.16	inf
96	56.62	44.84	inf
97	56.6	44.3	inf
98	56.56	45.3	inf
99	56.1	44.7	inf
100	56.4	43.75	inf
Average	56.62	44.78	inf
